shop_id,user_id,order_amount,total_items,payment_method,created_at
32,909,202,2,debit,3/1/17 21:33
98,981,266,2,cash,3/27/17 10:59
88,941,528,3,cash,3/28/17 19:23
91,774,160,1,debit,3/20/17 1:49
93,959,114,1,cash,3/7/17 2:17
32,901,101,1,cash,3/27/17 17:51
63,895,272,2,cash,3/22/17 23:13
1,711,316,2,cash,3/7/17 20:01
18,945,468,3,credit_card,3/13/17 14:18
81,727,177,1,cash,3/16/17 7:46
29,993,326,2,credit_card,3/1/17 16:56
96,991,153,1,credit_card,3/6/17 12:44
15,983,153,1,debit,3/16/17 23:41
19,707,163,1,credit_card,3/29/17 23:20
62,852,160,1,debit,3/6/17 7:33
31,858,516,4,cash,3/1/17 6:17
81,965,354,2,credit_card,3/9/17 23:25
14,743,116,1,debit,3/22/17 19:05
73,873,165,1,debit,3/8/17 17:51
30,948,459,3,debit,3/12/17 7:04
39,783,268,2,cash,3/13/17 6:40
51,931,187,1,debit,3/12/17 10:37
76,987,465,3,cash,3/30/17 6:51
52,809,584,4,cash,3/22/17 17:40
85,957,344,2,cash,3/16/17 3:39
24,940,420,3,credit_card,3/24/17 0:53
23,940,312,2,debit,3/8/17 2:51
72,894,160,1,debit,3/18/17 8:35
66,984,322,2,credit_card,3/25/17 8:32
82,927,531,3,credit_card,3/20/17 8:32
29,827,163,1,cash,3/25/17 17:39
89,741,588,3,cash,3/19/17 11:00
86,763,260,2,cash,3/6/17 1:32
80,968,145,1,debit,3/2/17 7:51
18,852,312,2,cash,3/23/17 8:41
94,958,402,3,cash,3/9/17 19:36
49,763,258,2,debit,3/5/17 22:21
6,871,187,1,cash,3/28/17 14:52
53,971,224,2,cash,3/22/17 18:23
48,767,351,3,cash,3/14/17 4:11
91,788,320,2,credit_card,3/29/17 11:22
14,838,116,1,cash,3/13/17 8:08
61,835,316,2,credit_card,3/14/17 6:57
9,944,354,3,credit_card,3/17/17 15:46
11,716,368,2,cash,3/29/17 17:56
26,736,704,4,debit,3/5/17 23:22
27,709,338,2,debit,3/19/17 2:42
97,706,162,1,cash,3/18/17 22:24
13,788,320,2,credit_card,3/10/17 6:28
19,829,163,1,cash,3/13/17 1:42
79,844,181,1,credit_card,3/7/17 3:19
13,764,160,1,cash,3/17/17 14:42
34,733,244,2,cash,3/22/17 17:32
54,811,133,1,cash,3/24/17 20:50
62,705,480,3,debit,3/18/17 7:30
87,777,149,1,cash,3/17/17 2:43
83,747,387,3,cash,3/24/17 15:13
32,808,202,2,credit_card,3/1/17 14:33
32,967,202,2,cash,3/9/17 14:53
84,821,459,3,debit,3/18/17 6:35
39,953,402,3,credit_card,3/8/17 20:11
33,897,519,3,cash,3/7/17 21:57
69,914,262,2,credit_card,3/26/17 11:50
100,764,444,4,cash,3/20/17 1:51
86,943,130,1,credit_card,3/9/17 22:27
13,784,480,3,credit_card,3/23/17 4:41
59,761,356,2,cash,3/4/17 23:12
59,843,178,1,cash,3/2/17 3:12
72,757,320,2,cash,3/15/17 15:38
86,716,390,3,debit,3/15/17 23:17
50,700,579,3,cash,3/7/17 18:00
83,755,129,1,debit,3/29/17 0:02
20,980,381,3,cash,3/17/17 12:30
22,770,292,2,cash,3/19/17 17:50
33,848,519,3,cash,3/29/17 23:33
3,728,148,1,cash,3/16/17 10:51
67,872,131,1,cash,3/3/17 12:26
27,920,338,2,credit_card,3/26/17 12:23
38,846,570,3,cash,3/21/17 19:25
42,607,704000,2000,credit_card,3/15/17 4:00
88,942,176,1,credit_card,3/18/17 13:52
42,797,1760,5,cash,3/10/17 6:28
20,790,254,2,debit,3/8/17 0:05
59,977,178,1,cash,3/7/17 20:41
42,926,1408,4,cash,3/13/17 2:38
97,943,486,3,credit_card,3/1/17 13:31
66,979,161,1,cash,3/27/17 12:37
97,919,162,1,credit_card,3/2/17 18:31
72,707,480,3,cash,3/5/17 1:01
83,884,129,1,debit,3/2/17 9:41
65,880,308,2,debit,3/21/17 4:44
97,789,486,3,cash,3/11/17 4:54
71,924,328,2,credit_card,3/2/17 21:04
53,778,112,1,debit,3/14/17 12:39
1,889,158,1,debit,3/27/17 19:10
17,852,528,3,credit_card,3/5/17 23:15
53,913,112,1,credit_card,3/19/17 2:56
49,967,129,1,cash,3/6/17 20:21
8,996,132,1,cash,3/23/17 17:01
69,751,262,2,debit,3/7/17 17:18
27,819,338,2,credit_card,3/16/17 22:02
78,867,25725,1,cash,3/17/17 16:38
5,863,568,4,credit_card,3/26/17 22:26
38,981,190,1,credit_card,3/2/17 7:24
97,969,162,1,credit_card,3/29/17 23:52
63,738,272,2,debit,3/27/17 20:49
56,868,234,2,cash,3/27/17 7:34
15,935,153,1,credit_card,3/2/17 3:23
62,811,480,3,credit_card,3/19/17 9:48
32,867,101,1,cash,3/29/17 21:58
84,858,306,2,debit,3/20/17 2:54
44,810,144,1,credit_card,3/15/17 4:33
80,945,435,3,debit,3/10/17 8:02
65,853,308,2,cash,3/2/17 19:32
52,874,146,1,debit,3/8/17 16:47
86,749,130,1,debit,3/21/17 2:41
67,886,262,2,credit_card,3/10/17 10:37
30,981,153,1,cash,3/24/17 8:29
36,705,260,2,debit,3/16/17 4:34
9,790,118,1,debit,3/1/17 21:55
41,845,236,2,debit,3/7/17 2:05
93,998,114,1,credit_card,3/17/17 16:52
70,844,346,2,credit_card,3/11/17 8:39
17,985,704,4,credit_card,3/5/17 16:07
7,915,112,1,credit_card,3/16/17 23:00
16,807,156,1,cash,3/7/17 4:04
100,972,444,4,credit_card,3/21/17 13:33
97,832,162,1,debit,3/13/17 4:40
50,905,386,2,cash,3/14/17 0:45
93,818,114,1,cash,3/10/17 10:30
9,967,118,1,cash,3/6/17 20:46
60,923,177,1,credit_card,3/11/17 3:40
80,911,290,2,debit,3/9/17 2:49
4,718,384,3,credit_card,3/21/17 8:11
89,874,588,3,cash,3/4/17 11:07
24,971,420,3,credit_card,3/12/17 21:57
78,912,25725,1,cash,3/30/17 12:23
5,894,284,2,cash,3/26/17 9:38
77,975,312,2,debit,3/13/17 16:38
30,965,306,2,debit,3/12/17 1:53
41,793,118,1,cash,3/8/17 2:13
61,744,316,2,cash,3/15/17 10:49
98,740,133,1,cash,3/16/17 22:21
53,942,336,3,credit_card,3/11/17 22:00
58,965,552,4,credit_card,3/18/17 9:57
15,784,459,3,credit_card,3/28/17 20:31
30,812,459,3,credit_card,3/29/17 3:23
7,830,112,1,debit,3/25/17 16:08
19,882,326,2,credit_card,3/28/17 3:45
81,879,354,2,cash,3/2/17 9:22
15,966,306,2,credit_card,3/27/17 20:46
23,861,312,2,cash,3/27/17 23:03
96,743,459,3,cash,3/23/17 2:21
42,607,704000,2000,credit_card,3/11/17 4:00
5,872,284,2,debit,3/9/17 8:30
50,728,386,2,credit_card,3/9/17 8:16
37,736,426,3,credit_card,3/30/17 19:53
69,768,262,2,cash,3/19/17 2:56
39,723,134,1,debit,3/1/17 0:26
47,822,290,2,debit,3/30/17 15:08
51,780,561,3,cash,3/12/17 23:18
23,916,156,1,credit_card,3/8/17 16:03
3,871,148,1,debit,3/3/17 6:00
48,806,351,3,debit,3/23/17 19:16
20,728,127,1,credit_card,3/29/17 12:17
27,913,338,2,credit_card,3/27/17 21:41
40,905,322,2,debit,3/16/17 14:12
66,894,161,1,cash,3/10/17 10:44
57,756,294,2,credit_card,3/10/17 2:19
78,812,25725,1,credit_card,3/17/17 18:09
6,967,561,3,credit_card,3/3/17 9:20
2,978,94,1,credit_card,3/7/17 23:04
62,821,640,4,credit_card,3/11/17 5:54
20,935,254,2,cash,3/9/17 8:26
79,890,181,1,credit_card,3/7/17 15:01
94,779,134,1,debit,3/9/17 19:36
23,761,468,3,debit,3/10/17 3:31
70,954,173,1,cash,3/28/17 0:22
27,876,169,1,credit_card,3/16/17 21:38
7,791,224,2,debit,3/14/17 16:06
19,747,489,3,cash,3/26/17 14:07
4,766,128,1,debit,3/22/17 23:36
8,971,264,2,debit,3/19/17 1:06
65,710,616,4,credit_card,3/13/17 7:39
7,745,112,1,cash,3/14/17 2:32
83,964,258,2,debit,3/5/17 18:37
15,729,153,1,cash,3/26/17 14:30
90,793,356,2,debit,3/7/17 2:05
42,907,1408,4,debit,3/12/17 23:00
69,922,131,1,debit,3/24/17 20:49
67,773,131,1,debit,3/4/17 11:47
21,815,142,1,cash,3/30/17 23:26
43,842,181,1,cash,3/17/17 23:03
41,894,354,3,credit_card,3/28/17 12:51
34,870,122,1,credit_card,3/30/17 8:21
16,774,156,1,debit,3/22/17 20:09
13,938,480,3,debit,3/1/17 7:40
66,853,161,1,cash,3/10/17 17:49
100,824,222,2,debit,3/12/17 20:04
87,885,447,3,debit,3/27/17 5:41
46,824,332,2,credit_card,3/26/17 17:43
96,702,765,5,credit_card,3/3/17 20:53
45,799,142,1,credit_card,3/22/17 13:04
11,741,184,1,credit_card,3/11/17 3:04
13,739,160,1,credit_card,3/8/17 12:10
73,898,330,2,credit_card,3/12/17 2:20
84,734,153,1,credit_card,3/30/17 11:34
43,995,181,1,cash,3/8/17 17:17
17,734,176,1,cash,3/28/17 15:24
48,894,117,1,credit_card,3/2/17 3:24
18,796,312,2,cash,3/18/17 2:41
7,745,560,5,credit_card,3/18/17 1:08
83,872,258,2,debit,3/28/17 22:27
81,810,531,3,cash,3/23/17 15:11
50,752,386,2,credit_card,3/25/17 22:29
30,784,459,3,debit,3/17/17 10:27
79,781,181,1,debit,3/1/17 6:38
81,824,708,4,cash,3/6/17 2:04
64,988,133,1,credit_card,3/24/17 20:09
35,778,656,4,cash,3/12/17 12:52
11,904,736,4,debit,3/6/17 23:08
40,948,161,1,credit_card,3/7/17 13:07
28,872,328,2,credit_card,3/12/17 10:18
6,996,374,2,debit,3/17/17 0:53
54,874,399,3,credit_card,3/16/17 4:27
53,748,224,2,debit,3/13/17 6:25
12,720,402,2,credit_card,3/24/17 2:24
41,930,354,3,credit_card,3/2/17 9:10
93,969,342,3,credit_card,3/10/17 1:04
42,946,352,1,debit,3/24/17 13:35
26,918,176,1,cash,3/17/17 16:13
31,718,258,2,credit_card,3/13/17 6:14
37,946,568,4,credit_card,3/27/17 10:57
51,761,187,1,debit,3/27/17 15:01
74,931,459,3,debit,3/18/17 13:11
47,710,145,1,cash,3/15/17 1:41
10,906,148,1,debit,3/11/17 5:05
42,756,704,2,debit,3/22/17 13:10
83,847,129,1,debit,3/23/17 9:15
91,761,320,2,debit,3/27/17 12:22
96,892,306,2,cash,3/8/17 4:41
17,785,528,3,credit_card,3/6/17 15:31
16,943,312,2,debit,3/23/17 22:01
53,770,224,2,credit_card,3/12/17 0:37
47,847,145,1,debit,3/21/17 3:04
65,747,616,4,debit,3/10/17 10:22
78,810,51450,2,cash,3/29/17 7:12
34,792,244,2,cash,3/3/17 16:02
82,909,177,1,debit,3/25/17 20:38
13,778,480,3,cash,3/10/17 14:05
15,955,612,4,debit,3/15/17 4:27
21,777,284,2,cash,3/9/17 3:51
33,881,173,1,credit_card,3/24/17 8:45
50,947,193,1,debit,3/4/17 0:25
43,750,543,3,credit_card,3/11/17 13:20
41,743,236,2,credit_card,3/14/17 12:24
45,897,142,1,credit_card,3/9/17 7:20
79,987,362,2,cash,3/25/17 17:12
6,991,187,1,debit,3/17/17 18:13
35,940,328,2,credit_card,3/14/17 5:47
35,966,492,3,credit_card,3/25/17 11:24
34,794,122,1,credit_card,3/24/17 11:41
19,982,489,3,debit,3/20/17 0:25
1,747,158,1,debit,3/1/17 1:08
38,820,380,2,cash,3/26/17 23:01
56,873,117,1,cash,3/16/17 12:36
13,889,160,1,credit_card,3/12/17 17:24
63,759,408,3,cash,3/21/17 9:55
64,763,399,3,cash,3/3/17 6:42
99,751,195,1,cash,3/21/17 6:28
18,735,312,2,cash,3/6/17 19:58
29,708,489,3,cash,3/18/17 23:38
82,781,531,3,debit,3/23/17 10:14
70,890,692,4,debit,3/7/17 11:12
84,893,153,1,credit_card,3/4/17 7:08
34,974,244,2,credit_card,3/29/17 3:58
30,781,153,1,credit_card,3/5/17 20:23
7,773,448,4,credit_card,3/18/17 15:12
77,980,156,1,debit,3/10/17 23:12
42,607,704000,2000,credit_card,3/19/17 4:00
91,934,960,6,debit,3/23/17 8:25
4,836,128,1,credit_card,3/8/17 8:15
6,871,374,2,credit_card,3/9/17 8:19
100,722,222,2,cash,3/30/17 17:49
12,753,402,2,cash,3/28/17 14:51
91,866,320,2,credit_card,3/8/17 3:18
96,755,306,2,cash,3/11/17 1:00
33,972,519,3,debit,3/11/17 3:07
47,913,435,3,cash,3/23/17 9:14
27,800,169,1,credit_card,3/5/17 1:09
13,787,320,2,debit,3/13/17 7:10
29,976,326,2,credit_card,3/16/17 6:23
47,878,290,2,cash,3/7/17 22:06
73,923,330,2,credit_card,3/28/17 13:44
17,718,704,4,debit,3/9/17 21:36
70,847,173,1,credit_card,3/3/17 17:52
40,727,161,1,credit_card,3/26/17 7:49
71,968,164,1,debit,3/8/17 1:15
47,921,290,2,credit_card,3/4/17 15:59
23,814,312,2,credit_card,3/21/17 9:12
47,933,145,1,cash,3/22/17 17:31
14,759,116,1,debit,3/21/17 0:32
33,863,173,1,cash,3/1/17 18:34
91,968,320,2,credit_card,3/29/17 16:39
13,833,480,3,debit,3/17/17 4:53
69,895,262,2,cash,3/8/17 18:48
2,758,94,1,credit_card,3/22/17 1:52
17,954,176,1,cash,3/4/17 17:26
99,978,195,1,debit,3/10/17 2:02
56,755,351,3,debit,3/13/17 16:06
27,948,338,2,cash,3/20/17 11:22
10,749,592,4,credit_card,3/29/17 13:24
87,739,149,1,debit,3/16/17 16:19
67,793,131,1,credit_card,3/30/17 10:10
1,719,158,1,cash,3/15/17 23:14
53,889,112,1,credit_card,3/14/17 19:55
63,868,272,2,cash,3/25/17 7:55
39,748,268,2,credit_card,3/23/17 23:22
56,944,117,1,credit_card,3/6/17 1:49
42,607,704000,2000,credit_card,3/17/17 4:00
82,800,354,2,credit_card,3/14/17 20:29
43,764,181,1,debit,3/12/17 21:56
75,978,256,2,credit_card,3/28/17 15:20
10,833,296,2,cash,3/3/17 8:49
68,931,136,1,credit_card,3/9/17 13:06
18,864,156,1,credit_card,3/1/17 22:15
10,923,296,2,credit_card,3/9/17 13:58
25,941,260,2,cash,3/1/17 11:37
66,711,161,1,debit,3/5/17 3:21
90,796,712,4,credit_card,3/20/17 11:36
18,792,156,1,credit_card,3/10/17 7:37
65,753,308,2,credit_card,3/18/17 1:40
23,963,156,1,cash,3/3/17 1:19
23,971,312,2,debit,3/8/17 11:46
9,868,118,1,debit,3/21/17 10:55
85,952,344,2,debit,3/1/17 21:46
95,834,336,2,debit,3/5/17 15:16
13,885,160,1,cash,3/14/17 11:37
30,797,306,2,credit_card,3/18/17 1:14
33,845,346,2,debit,3/25/17 13:57
94,885,402,3,debit,3/13/17 9:05
30,969,153,1,credit_card,3/4/17 21:02
9,731,354,3,cash,3/11/17 16:34
96,852,612,4,credit_card,3/6/17 22:31
88,946,176,1,credit_card,3/8/17 5:56
91,982,800,5,debit,3/10/17 20:05
97,967,162,1,cash,3/21/17 14:36
40,712,161,1,credit_card,3/24/17 18:10
88,785,704,4,credit_card,3/22/17 11:43
73,834,330,2,cash,3/27/17 14:03
73,942,330,2,cash,3/7/17 5:59
86,780,390,3,credit_card,3/28/17 9:12
89,919,392,2,cash,3/28/17 8:14
86,798,130,1,credit_card,3/27/17 6:55
57,992,441,3,cash,3/25/17 13:41
38,819,190,1,credit_card,3/10/17 0:11
70,784,692,4,debit,3/9/17 12:49
24,931,280,2,cash,3/15/17 18:41
64,794,399,3,cash,3/2/17 2:32
49,982,387,3,cash,3/24/17 13:36
32,875,101,1,credit_card,3/17/17 11:03
23,858,156,1,debit,3/17/17 19:23
41,710,118,1,cash,3/28/17 5:56
77,735,468,3,debit,3/25/17 19:37
58,807,138,1,cash,3/6/17 4:32
56,789,117,1,cash,3/20/17 11:23
24,798,420,3,cash,3/6/17 22:37
58,743,138,1,cash,3/22/17 13:53
23,783,468,3,debit,3/20/17 14:49
63,883,272,2,credit_card,3/24/17 23:24
61,799,316,2,credit_card,3/25/17 11:12
94,814,268,2,credit_card,3/11/17 11:08
53,966,112,1,cash,3/12/17 20:19
85,860,172,1,debit,3/24/17 23:55
95,730,504,3,cash,3/17/17 13:02
20,762,127,1,credit_card,3/2/17 6:06
92,738,180,2,cash,3/11/17 18:38
40,883,483,3,debit,3/22/17 19:11
94,874,268,2,cash,3/4/17 17:35
36,813,260,2,debit,3/28/17 2:17
85,813,516,3,debit,3/30/17 3:41
36,936,390,3,debit,3/9/17 15:12
15,855,306,2,cash,3/22/17 5:27
96,895,153,1,credit_card,3/11/17 2:49
32,885,101,1,credit_card,3/28/17 21:40
69,714,262,2,debit,3/2/17 8:16
34,797,488,4,credit_card,3/13/17 7:06
77,964,156,1,credit_card,3/11/17 12:37
94,804,536,4,cash,3/28/17 4:01
13,978,640,4,credit_card,3/10/17 18:19
58,749,414,3,debit,3/21/17 20:27
43,785,543,3,cash,3/20/17 5:25
41,924,118,1,debit,3/5/17 18:19
88,779,176,1,credit_card,3/21/17 18:58
31,803,516,4,debit,3/9/17 3:40
100,985,111,1,debit,3/10/17 4:15
58,936,276,2,debit,3/24/17 6:32
6,904,187,1,debit,3/22/17 0:29
40,963,161,1,cash,3/27/17 8:29
62,960,160,1,debit,3/7/17 9:45
25,849,130,1,cash,3/5/17 11:38
34,906,122,1,debit,3/29/17 14:16
34,818,244,2,cash,3/30/17 23:16
74,901,459,3,credit_card,3/1/17 0:43
20,884,254,2,cash,3/17/17 0:54
45,782,142,1,debit,3/1/17 3:50
87,872,149,1,cash,3/22/17 5:56
26,974,176,1,credit_card,3/18/17 13:23
84,766,459,3,debit,3/9/17 1:39
21,732,426,3,debit,3/24/17 6:54
38,742,190,1,debit,3/18/17 14:49
65,749,308,2,cash,3/3/17 12:50
53,857,448,4,credit_card,3/10/17 6:46
100,765,333,3,credit_card,3/29/17 5:13
66,905,161,1,credit_card,3/26/17 19:47
31,986,258,2,debit,3/29/17 2:20
29,819,489,3,debit,3/24/17 1:40
23,975,156,1,credit_card,3/13/17 1:21
87,910,298,2,cash,3/18/17 21:59
7,774,336,3,debit,3/13/17 0:48
63,977,544,4,credit_card,3/20/17 5:31
55,760,171,1,debit,3/22/17 5:14
72,982,160,1,cash,3/7/17 10:32
6,993,187,1,credit_card,3/15/17 12:54
55,725,342,2,debit,3/22/17 1:52
98,956,266,2,credit_card,3/20/17 10:53
51,795,187,1,debit,3/25/17 5:09
98,933,133,1,credit_card,3/24/17 13:50
9,726,236,2,credit_card,3/21/17 10:11
36,777,390,3,debit,3/24/17 0:06
58,985,138,1,debit,3/7/17 10:33
26,933,176,1,credit_card,3/10/17 4:15
13,786,320,2,credit_card,3/13/17 13:50
18,858,312,2,credit_card,3/16/17 2:00
7,825,112,1,credit_card,3/17/17 13:29
23,830,468,3,credit_card,3/26/17 0:55
2,871,94,1,cash,3/6/17 12:19
95,834,168,1,debit,3/30/17 8:49
53,848,224,2,cash,3/10/17 10:00
46,906,332,2,credit_card,3/21/17 5:17
93,996,228,2,cash,3/24/17 16:52
51,829,374,2,debit,3/18/17 7:32
55,975,171,1,credit_card,3/28/17 17:06
55,860,171,1,cash,3/4/17 14:37
62,965,480,3,credit_card,3/5/17 23:35
7,845,112,1,debit,3/11/17 1:35
79,787,543,3,credit_card,3/27/17 23:51
63,787,272,2,credit_card,3/8/17 14:36
73,945,165,1,debit,3/21/17 10:50
68,903,272,2,debit,3/27/17 21:08
20,782,127,1,cash,3/19/17 10:30
3,874,296,2,cash,3/29/17 15:28
82,934,354,2,debit,3/11/17 18:09
6,937,561,3,credit_card,3/6/17 16:31
25,708,260,2,credit_card,3/30/17 18:00
61,988,316,2,debit,3/10/17 0:51
39,811,268,2,cash,3/30/17 10:54
70,860,346,2,debit,3/7/17 12:15
39,910,268,2,cash,3/1/17 0:10
31,730,387,3,cash,3/14/17 1:28
81,920,354,2,cash,3/22/17 0:03
46,720,332,2,debit,3/21/17 11:59
93,723,228,2,debit,3/30/17 16:35
47,963,435,3,credit_card,3/9/17 23:34
26,872,176,1,credit_card,3/14/17 0:17
73,781,495,3,debit,3/2/17 23:29
6,839,561,3,cash,3/20/17 19:09
24,778,280,2,cash,3/18/17 10:09
84,869,306,2,debit,3/2/17 1:10
63,884,136,1,cash,3/20/17 2:33
15,884,306,2,cash,3/2/17 18:41
64,755,266,2,cash,3/2/17 15:01
79,941,181,1,cash,3/1/17 4:25
27,808,169,1,cash,3/13/17 2:38
77,961,156,1,cash,3/28/17 23:33
29,738,326,2,cash,3/1/17 23:04
91,712,640,4,credit_card,3/4/17 20:40
59,786,178,1,cash,3/10/17 5:59
41,737,118,1,cash,3/2/17 13:36
93,825,114,1,credit_card,3/6/17 18:28
63,845,272,2,debit,3/6/17 13:11
12,789,804,4,debit,3/3/17 3:10
27,797,169,1,cash,3/10/17 22:01
46,852,166,1,debit,3/14/17 17:30
59,928,356,2,cash,3/24/17 6:07
72,800,480,3,cash,3/22/17 19:45
9,930,118,1,cash,3/27/17 17:45
79,711,181,1,credit_card,3/11/17 15:07
23,825,312,2,cash,3/26/17 5:54
54,847,133,1,cash,3/14/17 0:09
69,864,131,1,debit,3/22/17 9:40
16,791,468,3,debit,3/9/17 19:00
14,711,116,1,debit,3/18/17 22:52
2,767,282,3,credit_card,3/18/17 0:18
19,921,489,3,debit,3/24/17 13:44
54,974,266,2,credit_card,3/8/17 9:02
98,786,133,1,debit,3/13/17 12:26
29,868,163,1,cash,3/14/17 3:28
100,842,222,2,credit_card,3/6/17 12:01
57,770,294,2,credit_card,3/27/17 9:19
90,994,356,2,cash,3/28/17 1:29
61,931,158,1,debit,3/3/17 9:06
29,825,489,3,cash,3/23/17 1:56
70,818,346,2,credit_card,3/6/17 7:48
94,710,134,1,credit_card,3/30/17 14:23
99,816,195,1,debit,3/19/17 14:21
88,891,528,3,cash,3/9/17 12:51
16,941,312,2,debit,3/3/17 11:27
17,841,352,2,debit,3/12/17 7:26
24,762,280,2,debit,3/27/17 4:53
86,949,260,2,debit,3/2/17 2:39
31,846,129,1,debit,3/4/17 12:35
13,795,160,1,debit,3/17/17 13:27
9,721,354,3,credit_card,3/27/17 13:32
69,817,131,1,credit_card,3/9/17 21:47
87,945,596,4,credit_card,3/25/17 16:18
84,774,153,1,credit_card,3/5/17 16:14
80,849,290,2,debit,3/24/17 19:06
32,791,303,3,cash,3/30/17 10:04
2,850,282,3,cash,3/8/17 12:40
43,840,181,1,cash,3/12/17 17:53
100,794,111,1,debit,3/27/17 10:16
15,727,306,2,debit,3/27/17 7:12
90,995,356,2,cash,3/28/17 6:53
75,908,128,1,cash,3/28/17 16:12
85,925,344,2,cash,3/4/17 14:20
61,934,474,3,debit,3/29/17 17:46
17,787,352,2,credit_card,3/25/17 16:15
31,912,258,2,cash,3/15/17 10:55
14,873,232,2,cash,3/12/17 10:48
6,876,187,1,cash,3/21/17 15:45
16,986,156,1,cash,3/16/17 3:59
95,718,168,1,debit,3/3/17 21:48
43,788,181,1,debit,3/5/17 4:01
35,852,164,1,cash,3/5/17 19:45
47,732,145,1,credit_card,3/22/17 5:39
50,910,579,3,cash,3/1/17 19:31
66,868,322,2,cash,3/16/17 14:26
71,944,492,3,debit,3/28/17 5:39
29,843,652,4,credit_card,3/12/17 10:09
12,763,201,1,credit_card,3/6/17 1:09
1,705,474,3,debit,3/13/17 3:13
6,808,374,2,credit_card,3/14/17 20:04
67,702,262,2,debit,3/10/17 16:48
97,840,324,2,debit,3/7/17 19:49
22,781,146,1,cash,3/16/17 0:16
35,714,164,1,debit,3/7/17 4:44
79,923,543,3,debit,3/9/17 6:09
70,739,519,3,credit_card,3/22/17 8:59
28,874,164,1,cash,3/9/17 16:55
74,878,153,1,credit_card,3/6/17 17:33
94,938,402,3,credit_card,3/29/17 9:10
14,742,116,1,cash,3/4/17 9:29
63,871,408,3,cash,3/28/17 14:32
90,764,178,1,cash,3/19/17 10:37
88,980,352,2,cash,3/30/17 19:05
70,822,173,1,credit_card,3/5/17 16:22
11,909,184,1,debit,3/29/17 16:16
61,785,158,1,debit,3/2/17 6:33
51,985,187,1,cash,3/13/17 21:04
92,987,90,1,debit,3/6/17 7:01
82,720,531,3,credit_card,3/12/17 22:48
29,733,489,3,cash,3/23/17 2:08
36,896,130,1,debit,3/2/17 0:19
14,897,348,3,debit,3/3/17 0:10
37,822,284,2,credit_card,3/1/17 12:39
67,792,131,1,credit_card,3/27/17 2:50
63,717,272,2,cash,3/24/17 18:35
19,894,163,1,cash,3/2/17 21:47
66,730,322,2,cash,3/8/17 19:04
10,800,148,1,cash,3/3/17 22:39
38,952,190,1,credit_card,3/28/17 20:34
24,822,560,4,debit,3/25/17 10:44
49,813,258,2,debit,3/3/17 17:11
22,756,438,3,credit_card,3/21/17 15:55
20,754,127,1,credit_card,3/24/17 16:57
82,954,531,3,cash,3/20/17 23:31
9,715,118,1,credit_card,3/29/17 9:22
16,914,156,1,debit,3/11/17 6:54
39,738,536,4,cash,3/1/17 0:08
4,908,128,1,cash,3/29/17 10:29
71,977,328,2,credit_card,3/8/17 20:32
29,980,326,2,credit_card,3/30/17 7:05
73,853,165,1,cash,3/7/17 18:11
52,908,146,1,debit,3/15/17 5:19
2,821,94,1,cash,3/23/17 19:36
57,759,294,2,credit_card,3/20/17 23:32
34,706,366,3,credit_card,3/28/17 5:34
58,705,138,1,debit,3/3/17 7:49
71,857,492,3,debit,3/25/17 7:27
2,941,94,1,credit_card,3/14/17 5:20
3,890,296,2,credit_card,3/1/17 18:47
64,736,399,3,cash,3/2/17 8:17
61,726,158,1,credit_card,3/4/17 6:42
43,838,181,1,credit_card,3/11/17 7:42
27,852,507,3,credit_card,3/20/17 2:21
10,706,444,3,debit,3/2/17 4:20
97,972,648,4,cash,3/17/17 7:07
45,995,142,1,debit,3/20/17 22:57
61,819,158,1,cash,3/19/17 1:13
34,956,122,1,credit_card,3/27/17 13:59
55,952,513,3,cash,3/21/17 16:00
83,773,129,1,debit,3/10/17 17:17
58,793,138,1,credit_card,3/2/17 10:52
53,973,336,3,debit,3/11/17 23:01
66,710,322,2,credit_card,3/6/17 7:04
2,789,94,1,cash,3/24/17 17:40
92,824,180,2,debit,3/12/17 8:14
52,937,438,3,credit_card,3/12/17 5:50
12,990,402,2,cash,3/14/17 8:59
90,950,356,2,cash,3/27/17 4:27
4,811,256,2,debit,3/27/17 14:41
10,764,444,3,cash,3/22/17 12:21
23,974,156,1,credit_card,3/29/17 8:56
3,900,148,1,credit_card,3/23/17 13:06
45,842,568,4,credit_card,3/11/17 6:07
68,804,544,4,cash,3/22/17 22:50
28,772,328,2,debit,3/12/17 7:13
53,901,112,1,cash,3/4/17 21:50
28,929,328,2,credit_card,3/30/17 15:00
82,741,354,2,credit_card,3/1/17 12:11
20,975,254,2,cash,3/21/17 20:56
20,745,254,2,debit,3/20/17 1:03
36,771,260,2,debit,3/4/17 6:52
72,907,160,1,credit_card,3/12/17 21:41
90,798,712,4,cash,3/5/17 0:06
37,807,710,5,debit,3/17/17 13:13
79,761,362,2,cash,3/26/17 23:22
42,739,704,2,cash,3/7/17 5:42
97,863,162,1,credit_card,3/22/17 18:49
8,963,132,1,debit,3/15/17 1:47
86,790,520,4,cash,3/18/17 12:29
16,778,468,3,debit,3/27/17 21:20
71,949,328,2,cash,3/22/17 22:13
12,787,402,2,debit,3/15/17 20:39
12,860,201,1,debit,3/5/17 8:55
40,881,483,3,credit_card,3/13/17 22:52
5,977,284,2,cash,3/29/17 3:49
80,931,580,4,cash,3/5/17 2:02
30,839,306,2,cash,3/15/17 17:00
91,880,800,5,credit_card,3/8/17 10:58
13,976,320,2,cash,3/17/17 3:52
96,900,459,3,cash,3/11/17 17:06
